"name","cpu","ram","gpu","storage","screen_size","screen_resolution","screen_panel","battery","color","price","rating","review_text"
"Laptop MSI Gaming Katana 15 B13UDXK - 2077VN (i7 13620H, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","1 TB SSD NVMe PCIe Gen 4","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","24.690.000₫","4.9/5","Máy mạnh mà chưa bao giờ chạy được 20% cpu, dù chạy tác vụ nặng như camtasia hay capcut xuất video 4k"
"Laptop Acer Aspire Lite 16 AI AL16 71P 5674 - NX.D4XSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)","Intel Core Ultra 5 Meteor Lake - 125H","16 GB","Card tích hợp - Intel Arc Graphics","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 58 Wh","","18.190.000₫","5/5",""
"Laptop Asus Vivobook 15 X1504VA - NJ1634W (i3 1315U, 8GB, 512GB, Full HD, Win11)","Intel Core i3 Raptor Lake - 1315U","8 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 42 Wh","","12.390.000₫ *","5/5",""
"Laptop HP 240R G10 - C3RU7AT (Core 5 120U, 16GB, 512GB, Full HD, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","14""","Full HD (1920 x 1080)","IPS","3 cell, 41.04 Wh","","17.890.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - P16WD22 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.490.000₫","4.9/5","Tôi đã mua sản phẩm này của TGDĐ đường Trần Hưng Đạo, Long Xuyên và được tư vấn mua gói bảo hành 1 đổi 1 trong 1 năm. Khi sản phẩm đã bị rè loa nhiều lần, cài win lại vẫn rè, tôi có quay lại video. Tôi nhờ xử lý thì đem đi thẩm định hãng bảo k lỗi, cài win lại, k đổi mới. Đổ thừa do chất lượng video các thứ. Nhân viên siêu thị bảo tôi gọi khiếu nại xử lý. Tổng đài khiếu nại thì kêu tôi tới cửa hàng để nhân viên xử lý. Đùng đẩy trách nhiệm qua lại. Vậy ai có thẩm quyền xử lý việc này Khi tư vấn rất tốt tới có vấn đề thì trốn tránh trách nhiệm. Nhân viên khiếu nại xử lý qua loa, không tiếp nhận khiếu nại đùng đẩy qua cửa hàng rồi vội kết thúc cuộc gọi. Thái độ quá tệ."
"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-HS24 (i5 1334U, 16GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.490.000₫","5/5",""
"Laptop HP 240 G10 - B93GZAT (i5 1334U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","16.890.000₫","4.9/5","Máy i5 nhưng chạy đôi khi vẫn bị chậm dù là máy mới mua, mở zalo là hơi bị lâu luôn. Chạy file lớn tí thì hơi lác. || Máy tính khá chậm, khi xoá văn bản bằng nút Bksp thường có độ trễ 3 đến 4 giây, mới mua ở dieayxamh mà dùng zalo đã có dấu hiệu bị lag, máy cũ mua rẻ hơn nhưng không bị như thế"
"Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 - 83HX0066VN (R7 AI 350, 32GB, 512GB, WUXGA OLED, Win11)","AMD Ryzen AI 7 - 350","32 GB","Card tích hợp - AMD Radeon 860M Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA (1920 x 1200) - OLED","OLED","60 Wh","","26.190.000₫","5/5","Máy xứng đáng giá tiền. Xem chi tiết theo hình đính kèm."
"Laptop Acer Gaming Aspire 7 A715 76G 5806 - NH.QMFSV.002 (i5 12450H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12450H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 50 Wh","","19.690.000₫","4.9/5","Sp sử dụng rất ok nhé mn"
"Laptop Lenovo V15 G5 IRL - 83HF00BYVN (i5 13420H, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242))","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-Ion, 47 Wh","","15.990.000₫","5/5",""
"Laptop Asus Gaming Vivobook K3605ZF - RP745W (i5 12500H, 16GB, 512GB, RTX 2050 4GB, WUXGA 144Hz, Win11)","Intel Core i5 Alder Lake - 12500H","16 GB","Card rời - NVIDIA GeForce RTX 2050, 4 GB","512 GB SSD NVMe PCIe","16""","WUXGA (1920 x 1200)","","3-cell Li-ion, 50 Wh","","16.690.000₫","4.9/5","Sản phẩm tốt, anh chị nhân viên tư vấn nhiệt tình || cho em hỏi quà tặng microsoft office thì được sử dụng trong bao lâu v hay là vĩnh viễn ạ"
"Laptop MSI Modern 15 F13MG - 082VN (i5 1335U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 1335U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 45 Wh","","14.490.000₫","5/5","Máy đẹp, màu trắng sang trọng, hiệu năng mình sài thấy ok, máy văn phòng không phải láp chơi game nên mình không đánh giá phần hiệu năng game, dùm dc 3 ngày thấy máy chạy rất ổn định, loa chỉ vừa đủ ở nơi nhỏ, led bàn phím sáng, màn hình nhìn lâu không bị mỏi mắt"
"Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU - NX.J2SSV.005 (i7 1355U, 16GB, 512GB, Full HD+, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics eligible","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+","","3-cell Li-ion, 58 Wh","","19.690.000₫","4.9/5","Màn hình có tình trạng sáng ở góc khi gập màn hình mong được tư vấn"
"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00KUVN (R5 7235HS, 24GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)","AMD Ryzen 5 - 7235HS","24 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","1 TB SSD NVMe PCIe Gen 4","15.6""","Full HD (1920 x 1080)","IPS","60 Wh","","24.190.000₫","5/5",""
"Laptop Acer Aspire Lite 15 AL15 72P 581V - NX.D4CSV.001 (i5 13500H, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 13500H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 58 Wh","","16.390.000₫ *","5/5",""
"Laptop MSI Gaming Katana 15 B13VEK - 2256VN (i7 13620H, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","25.690.000₫","4.9/5","Mua laptop được tặng pmh chuột mà về mở ra ngay con hỏng đem đi bảo hành thì hẹn cỡ 15 ngày mới có . Quá buồn cho chính sách bảo hành tgdd"
"Laptop HP 15 fr0036TU - BZ7U2PA (i5 13420H, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","17.090.000₫","5/5",""
"Laptop Asus Vivobook S16 S3607VA - RP055WS (i5 13420H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","16""","WUXGA (1920 x 1200)","IPS","4-cell Li-ion, 70 Wh","","18.990.000₫","5/5","Mới mua tối hôm qua, trước mắt thấy tạm ổn về hình thức cũng như cấu hình nhưng sử dụng thời gian sẽ đánh giá khách quan hơn. Bạn nhân viên tư vấn chỗ mình mua rất nhiệt tình và chu đáo. Cảm ơn thế giới Di Động đã hỗ trợ."
"Laptop Dell Latitude 3450 - L3450-1335U-16512WN (i5 1335U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 1335U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 42 Wh","","18.590.000₫","4.9/5","Mới dùng được 2 ngày thì thấy pin hết nhanh,sạc lâu, gần 3 tiếng chưa đầy, mà dùng chưa đến 2 tiếng tụt từ 86% xuống 33%. Trong tầm giá thì thấy hơi mắc lại còn không có office"
"Laptop Dell 14 DC14250 - DC4C5386W (Core 5 120U, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD+ (1920 x 1200)","IPS","4-cell Li-ion, 54 Wh","","19.390.000₫","5/5",""
"Laptop HP Pavilion 15 eg3091TU - 8C5L2PA (i7 1355U, 16GB, 512GB, Full HD, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","21.390.000₫","4.9/5","Máy dùng ok, mượt"
"Laptop Acer Aspire Lite 15 AL15 42P R86Y - NX.D3QSV.003 (R7 7730U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 7 - 7730U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 58 Wh","","16.190.000₫","5/5",""
"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ALVN (i7 13650HX, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13650HX","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 1 TB (2280))","15.6""","Full HD (1920 x 1080)","IPS","Li-ion, 60 Wh","","28.990.000₫","5/5",""
"Laptop MSI Gaming Thin 15 B13UC - 1411VN_16GB (i7 13620H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 52.4 Wh","","20.490.000₫","5/5",""
"Laptop MSI Gaming Katana 15 B13UDXK - 2410VN (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","22.490.000₫","5/5",""
"Laptop Acer Aspire Lite 15 AL15 42P R8E6 - NX.D34SV.001 (R5 7430U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)","AMD Ryzen 5 - 7430U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 58 Wh","","14.990.000₫","5/5",""
"Laptop Asus Vivobook 16 X1605VA - MB1876WS (i5 13420H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 42 Wh","","15.990.000₫","5/5",""
"Laptop Asus Vivobook 15 X1502VA - BQ986WS (i7 13620H, 16GB, 512GB, Full HD, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 42 Wh","","17.990.000₫ *","5/5",""
"Laptop HP Probook 455 G10 - B8PG7AT (R5 7530U, 16GB, 512GB, Full HD, Win11)","AMD Ryzen 5 - 7530U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 51Wh","","17.690.000₫","5/5",""
"Laptop Asus Vivobook S14 S3407CA - LY095WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)","Intel Core Ultra 5 Arrow Lake - 225H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe","14""","WUXGA (1920 x 1200)","IPS","4-cell Li-ion, 70 Wh","","21.590.000₫ *","4.9/5","may go chu ko bo dau dc, da sua nhung van loi. || Cục sạc nóng như than, dù mới sạc 20phút"
"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072939 (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)","Intel Core 5 Raptor Lake - 210H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 6 GB","512 GB SSD NVMe PCIe","16""","WQXGA (2560 x 1600)","","3-cell Li-ion, 60 Wh","","27.490.000₫","5/5",""
"Laptop HP Pavilion 15 eg3093TU - 8C5L4PA (i5 1335U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 1335U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-ion, 41 Wh","","18.290.000₫","4.9/5","Cập nhật xong màn đen mà máy vẫn chạy, máy chạy rất to mua dòng này muốn k chạy to như dell mà k khác gì dell"
"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-BL (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","17.490.000₫","4.9/5","tản nhiệt kém, dễ nóng bàn phím, mới mua mấy ngày đã có dấu bị phồng phím, đã đổi máy lỗi lại bị đổi cùng model. TGDD xem lại đổi trả kém quá, quá cứng ngắt, toàn ưu tiên mua tgdd, giờ phải xem lại."
"Laptop HP Pavilion X360 14 ek2024TU - 9Z2V6PA (Core 5 120U, 16GB, 512GB, Full HD, Cảm ứng, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","14""","Full HD (1920 x 1080)","IPS","3-cell, 43Wh","","22.190.000₫","5/5",""
"Laptop Acer Aspire 3 A314 42P R3B3 - NX.KSFSV.001 (R7 5700U, 16GB, 512GB, WUXGA, Win11)","AMD Ryzen 7 - 5700U","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 50 Wh","","13.790.000₫","4.9/5",""
"Laptop Acer Aspire Lite 14 AL14 51P 35QD - NX.J84SV.001 (i3 1305U, 8GB, 512GB, Full HD+, Win11)","Intel Core i3 Raptor Lake - 1305U","8 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD+ (1920 x 1200)","IPS","58 Wh","","12.190.000₫","4.9/5","máy đẹp, gọn, nhẹ, pin ở mức trung bình, về hiệu năng khi sử dụng các tác vụ văn phòng máy cho hiệu năng khá tốt. chắc lượng thì chưa biết như thế nào."
"Laptop Acer Gaming Aspire 5 A515 58GM 598J - NX.KW1SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card rời - NVIDIA GeForce RTX 2050, 4 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","50 Wh","","17.990.000₫","4.9/5","Nói thật thì nó khá là nóng, phù hợp cho những tác vụ văn phòng, còn coding hay game thì phải chịu nhiệt từ 80 100 độmở vscode hay minecraft mà đã 80 độ rNếu mà nói thì acer Nitro V là 1 lựa chon ko tồi khi nó khá là mát mà chênh nhau 2 tr"
"Laptop Lenovo ThinkPad E16 - 21SR002QVN (Ultra 5 225H, 32GB, 512GB, WUXGA, Win11)","Intel Core Ultra 5 Arrow Lake - 225H","32 GB","Card tích hợp - Intel Arc Graphics","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 1 TB (2280))","16""","WUXGA (1920 x 1200)","IPS","48Wh","","26.590.000₫","5/5",""
"Laptop Lenovo Ideapad Slim 5 OLED 14AKP10 - 83HX00B2VN (R5 330, 16GB, 1TB, WUXGA, Win11)","AMD Ryzen AI 5 - 330","16 GB","Card tích hợp - AMD Radeon 820M Graphics","1 TB SSD M.2 NVMe PCIe 4.0","14""","WUXGA (1920 x 1200) - OLED","OLED","Li-ion, 60 Wh","","24.690.000₫","5/5",""
"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","26.190.000₫","5/5","Rất ưng nha, trải nghiệm sẽ rõ đừng vì mn chê mà lại đánh giá dòng msi tệ nó tùy loại || Sử dụng 1 thời gian thấy dòng máy khá ổn, mọi thứ đều tốt dù thỉnh thoảng sẽ có bị hơi giật lag 1 tí khi di chuyển chuột dù cho chỉ mở có 2 tab. Phần trăm pin dù có sạc bao nhiêu lâu thì vẫn chỉ hiện có 94%, không biết là lỗi hay dòng máy mặc định sẽ luôn hiển thị là 94%"
"Laptop Asus TUF Gaming F15 FX507ZC4 - HN330W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)","Intel Core i5 Alder Lake - 12500H","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell, 56Wh","","19.690.000₫","4.9/5",""
"Laptop Asus Gaming V16 V3607VU - RP192W (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, WUXGA 144Hz, Win11)","Intel Core 5 Raptor Lake - 210H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe PCIe","16""","WUXGA (1920 x 1200)","","3-cell Li-ion, 63 Wh","","24.090.000₫ *","4.9/5","Trải nghiệm sau 1 tuần là tạm ổn, đủ dùng cho các tác vụ hằng ngày. Có điều là lúc chơi game, máy nóng lên khá nhanh và máy không có cổng Mạng RJ45 nên khá bất tiện."
"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX005RVN (Ultra 5 225U, 32GB, 512GB, WUXGA, Win11)","Intel Core Ultra 5 Arrow Lake - 225U","32 GB","Card tích hợp - Intel Graphics","Hỗ trợ thêm 1 khe cắm SSD NVMe M.2 PCIe Gen 4.0 mở rộng (nâng cấp tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200)","IPS","48Wh","","25.590.000₫","5/5","Mình dùng cũng nhiều loại laptop nhưng gặp thinkpad E14 gen7 vẫn là cái gì đó không cưỡng được phải mua một con"
"Laptop Dell Inspiron 15 3530 - P16WD21 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe M.2 PCIe (2230/2280)","15.6""","Full HD (1920 x 1080)","WVA","3-cell Li-ion, 41 Wh","","17.490.000₫","5/5",""
"Laptop HP Pavilion 16 af0053TU - AY8C2PA (Ultra 7 155U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)","Intel Core Ultra 7 Meteor Lake - 155U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 59 Wh","","22.090.000₫","5/5",""
"Laptop Dell Latitude 3450 - 71058806 (i7 1355U, 16GB, 512GB, Full HD, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","","3-cell Li-ion, 42 Wh","","24.490.000₫","4.9/5",""
"Laptop Lenovo V14 G4 - 83A00012VN (i7 1355U, 16GB, 512GB, Full HD, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe M.2 PCIe Gen 4.0","14""","Full HD (1920 x 1080)","IPS","38Wh","","17.890.000₫","4.9/5","E mới mua được 3 ngày nhưng mỗi lần bật máy lên ko sử dụng được hàng phím số"
"Laptop Dell Inspiron 15 3520 - N3520-i5U165W11SLU-BL (i5 1235U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)","Intel Core i5 Alder Lake - 1235U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","15.990.000₫","5/5",""
"Laptop GIGABYTE Gaming G5 MF5 RC555 - 9RC55MF5FEIAA1VN0C0 (i5 13500H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)","Intel Core i5 Raptor Lake - 13500H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-ion, 54 Wh","","22.290.000₫","5/5",""
"Laptop HP 15 fd0234TU - 9Q969PA (i5 1334U, 16GB, 512GB, Full HD, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel Iris Xe Graphics","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","","3-cell Li-ion, 41 Wh","","15.390.000₫ *","4.9/5","Có cách nào giảm tụt pin nhanh kh ạ || Pin tụt nhanh quá. Dùng gg meet mà hơn tiếng đã hết pin"
"Laptop Lenovo Ideapad Slim 3 14IRH10 - 83K0000BVN (i5 13420H, 16GB, 512GB, WUXGA OLED, Win11)","Intel Core i5 Raptor Lake - 13420H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA (1920 x 1200) - OLED","OLED","60 Wh","","19.690.000₫","5/5",""
"Laptop HP Pavilion X360 14 ek2017TU - 9Z2V5PA (Core 5 120U, 16GB, 512GB, Full HD, Cảm ứng, Win11)","Intel Core 5 Raptor Lake - 120U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","IPS","3-cell, 43Wh","","22.190.000₫","5/5",""
"Laptop Dell Inspiron 14 5440 - N4I7204W1 (Core 7 150U, 16GB, 512GB, Full HD+, OfficeHS, Win11)","Intel Core 7 Raptor Lake - 150U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD NVMe PCIe","14""","Full HD+ (1920 x 1200)","IPS","4-cell Li-ion, 54 Wh","","24.490.000₫","5/5",""
"Laptop Dell Inspiron 15 3530 - P16WD (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel Iris Xe Graphics","1 TB SSD M.2 PCIe","15.6""","Full HD (1920 x 1080)","","4-cell Li-ion, 54 Wh","","21.990.000₫","4.9/5","Lỗi nhiều không nên mua."
"Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB","Apple M4 Pro","24 GB","Card tích hợp - 16 nhân GPU","512 GB SSD","14.2""","Liquid Retina XDR display (3024 x 1964)","","Li-Po, 72.4 Wh","Đen","49.990.000₫","5/5",""
"Laptop MSI Gaming Bravo 15 B7ED - 010VN (R5 7535HS, 16GB, 512GB, RX 6550M 4GB, Full HD 144Hz, Win11)","AMD Ryzen 5 - 7535HS","16 GB","Card rời - AMD Radeon RX 6550M, 4 GB","512 GB SSD NVMe M.2 PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 53.5Wh","","17.190.000₫","4.9/5","Ổ cứng hiện tại là 512 GB không biết bên TGDĐ có hô trợ nâng cấp ổ cứng không vì mình muốn nâng cấp lân 1TB"
"Laptop Lenovo Ideapad Slim 3 16IRH10 - 83K20001VN (i7 13620H, 16GB, 512GB, WUXGA, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16""","WUXGA (1920 x 1200)","IPS","60 Wh","","20.690.000₫","5/5",""
